0.0000,215.0000,45076.0000,0.0000
0.0000,162.0000,4528.0000,0.0000
0.0000,236.0000,1228.0000,0.0000
0.0000,233.0000,2032.0000,0.0000
0.0000,239.0000,486.0000,0.0000
0.0000,238.0000,1282.0000,0.0000
0.0000,235.0000,1337.0000,0.0000
0.0000,234.0000,1364.0000,0.0000
0.0000,239.0000,1295.0000,0.0000
0.0000,181.0000,5450.0000,0.0000
0.0000,184.0000,124.0000,0.0000
0.0000,185.0000,9020.0000,0.0000
0.0000,239.0000,1295.0000,0.0000
0.0000,181.0000,5450.0000,0.0000
0.0000,236.0000,1228.0000,0.0000
0.0000,233.0000,2032.0000,0.0000
0.0000,238.0000,1282.0000,0.0000
0.0000,235.0000,1337.0000,0.0000
0.0000,234.0000,1364.0000,0.0000
0.0000,239.0000,486.0000,0.0000
0.0000,185.0000,9020.0000,0.0000
0.0000,184.0000,124.0000,0.0000
0.0000,181.0000,5450.0000,0.0000
0.0000,239.0000,1295.0000,0.0000
0.0000,236.0000,1228.0000,0.0000
0.0000,233.0000,2032.0000,0.0000
0.0000,239.0000,486.0000,0.0000
0.0000,238.0000,1282.0000,0.0000
0.0000,234.0000,1364.0000,0.0000
0.0000,235.0000,1337.0000,0.0000
0.0000,215.0000,45076.0000,0.0000
0.0000,162.0000,4528.0000,0.0000
0.0000,146.0000,4528.0000,0.0000
0.0000,199.0000,45076.0000,0.0000
0.0000,165.0000,5450.0000,0.0000
0.0000,223.0000,1295.0000,0.0000
0.0000,220.0000,1228.0000,0.0000
0.0000,217.0000,2032.0000,0.0000
0.0000,218.0000,1364.0000,0.0000
0.0000,219.0000,1337.0000,0.0000
0.0000,222.0000,1282.0000,0.0000
0.0000,223.0000,486.0000,0.0000
0.0000,169.0000,9020.0000,0.0000
0.0000,168.0000,124.0000,0.0000
0.0000,218.0000,1364.0000,0.0000
0.0000,219.0000,1337.0000,0.0000
0.0000,165.0000,5450.0000,0.0000
0.0000,223.0000,1295.0000,0.0000
0.0000,220.0000,1228.0000,0.0000
0.0000,217.0000,2032.0000,0.0000
0.0000,223.0000,486.0000,0.0000
0.0000,222.0000,1282.0000,0.0000
0.0000,168.0000,124.0000,0.0000
0.0000,169.0000,9020.0000,0.0000
0.0000,219.0000,1337.0000,0.0000
0.0000,218.0000,1364.0000,0.0000
0.0000,165.0000,5450.0000,0.0000
0.0000,223.0000,1295.0000,0.0000
0.0000,220.0000,1228.0000,0.0000
0.0000,217.0000,2032.0000,0.0000
0.0000,223.0000,486.0000,0.0000
0.0000,222.0000,1282.0000,0.0000
0.0000,199.0000,45076.0000,0.0000
0.0000,146.0000,4528.0000,0.0000
0.0000,364.0000,11189.0000,0.0000
0.0000,365.0000,4095.0000,0.0000
0.0000,332.0000,3270.0000,0.0000
0.0000,355.0000,11201.0000,0.0000
0.0000,278.0000,957.0000,0.0000
0.0000,212.0000,1940.0000,0.0000
0.0000,204.0000,11099.0000,0.0000
0.0000,202.0000,14983.0000,0.0000
0.0000,203.0000,1818.0000,0.0000
0.0000,204.0000,1163.0000,0.0000
0.0000,203.0000,2235.0000,0.0000
0.0000,203.0000,1122.0000,0.0000
0.0000,208.0000,2260.0000,0.0000
0.0000,205.0000,1619.0000,0.0000
0.0000,207.0000,1583.0000,0.0000
0.0000,159.0000,4087.0000,0.0000
0.0000,209.0000,2260.0000,0.0000
0.0000,206.0000,1619.0000,0.0000
0.0000,229.0000,21195.0000,0.0000
0.0000,239.0000,4426.0000,0.0000
0.0000,257.0000,1738.0000,0.0000
0.0000,230.0000,11084.0000,0.0000
0.0000,232.0000,8509.0000,0.0000
0.0000,173.0000,7235.0000,0.0000
0.0000,241.0000,3198.0000,0.0000
0.0000,210.0000,151.0000,0.0000
0.0000,229.0000,9385.0000,0.0000
0.0000,230.0000,8948.0000,0.0000
0.0000,210.0000,627.0000,0.0000
0.0000,216.0000,1675.0000,0.0000
0.0000,215.0000,764.0000,0.0000
0.0000,212.0000,1402.0000,0.0000
0.0000,212.0000,1482.0000,0.0000
0.0000,213.0000,7812.0000,0.0000
0.0000,213.0000,9556.0000,0.0000
0.0000,212.0000,786.0000,0.0000
0.0000,212.0000,1559.0000,0.0000
0.0000,212.0000,1414.0000,0.0000
0.0000,212.0000,1523.0000,0.0000
0.0000,212.0000,1444.0000,0.0000
0.0000,210.0000,583.0000,0.0000
0.0000,209.0000,3008.0000,0.0000
